@relation ViewA_DF_200.arff-weka.filters.unsupervised.attribute.AddID-Cfirst-NID

@attribute ID numeric
@attribute ViewA_write numeric
@attribute ViewA_t numeric
@attribute ViewA_s numeric
@attribute ViewA_edu numeric
@attribute ViewA_articl numeric
@attribute ViewA_us numeric
@attribute ViewA_com numeric
@attribute ViewA_like numeric
@attribute ViewA_just numeric
@attribute ViewA_window numeric
@attribute ViewA_don numeric
@attribute ViewA_peopl numeric
@attribute ViewA_know numeric
@attribute ViewA_c numeric
@attribute ViewA_m numeric
@attribute ViewA_think numeric
@attribute ViewA_make numeric
@attribute ViewA_new numeric
@attribute ViewA_doe numeric
@attribute ViewA_sai numeric
@attribute ViewA_d numeric
@attribute ViewA_time numeric
@attribute ViewA_want numeric
@attribute ViewA_apr numeric
@attribute ViewA_work numeric
@attribute ViewA_wai numeric
@attribute ViewA_problem numeric
@attribute ViewA_right numeric
@attribute ViewA_look numeric
@attribute ViewA_thank numeric
@attribute ViewA_e numeric
@attribute ViewA_run numeric
@attribute ViewA_thing numeric
@attribute ViewA_file numeric
@attribute ViewA_need numeric
@attribute ViewA_ve numeric
@attribute ViewA_try numeric
@attribute ViewA_good numeric
@attribute ViewA_did numeric
@attribute ViewA_program numeric
@attribute ViewA_state numeric
@attribute ViewA_govern numeric
@attribute ViewA_come numeric
@attribute ViewA_realli numeric
@attribute ViewA_help numeric
@attribute ViewA_sure numeric
@attribute ViewA_post numeric
@attribute ViewA_mean numeric
@attribute ViewA_believ numeric
@attribute ViewA_differ numeric
@attribute ViewA_b numeric
@attribute ViewA_support numeric
@attribute ViewA_start numeric
@attribute ViewA_question numeric
@attribute ViewA_univers numeric
@attribute ViewA_point numeric
@attribute ViewA_opinion numeric
@attribute ViewA_person numeric
@attribute ViewA_let numeric
@attribute ViewA_tell numeric
@attribute ViewA_fact numeric
@attribute ViewA_set numeric
@attribute ViewA_read numeric
@attribute ViewA_year numeric
@attribute ViewA_go numeric
@attribute ViewA_number numeric
@attribute ViewA_case numeric
@attribute ViewA_got numeric
@attribute ViewA_doesn numeric
@attribute ViewA_said numeric
@attribute ViewA_reason numeric
@attribute ViewA_gener numeric
@attribute ViewA_ll numeric
@attribute ViewA_win numeric
@attribute ViewA_group numeric
@attribute ViewA_dai numeric
@attribute ViewA_do numeric
@attribute ViewA_chang numeric
@attribute ViewA_x numeric
@attribute ViewA_law numeric
@attribute ViewA_mail numeric
@attribute ViewA_includ numeric
@attribute ViewA_better numeric
@attribute ViewA_p numeric
@attribute ViewA_u numeric
@attribute ViewA_call numeric
@attribute ViewA_dos numeric
@attribute ViewA_place numeric
@attribute ViewA_lot numeric
@attribute ViewA_driver numeric
@attribute ViewA_follow numeric
@attribute ViewA_happen numeric
@attribute ViewA_live numeric
@attribute ViewA_world numeric
@attribute ViewA_respons numeric
@attribute ViewA_ms numeric
@attribute ViewA_didn numeric
@attribute ViewA_version numeric
@attribute ViewA_have numeric
@attribute ViewA_get numeric
@attribute ViewA_w numeric
@attribute ViewA_end numeric
@attribute ViewA_possibl numeric
@attribute ViewA_inform numeric
@attribute ViewA_consid numeric
@attribute ViewA_ca numeric
@attribute ViewA_probabl numeric
@attribute ViewA_talk numeric
@attribute ViewA_actual numeric
@attribute ViewA_word numeric
@attribute ViewA_ye numeric
@attribute ViewA_wrong numeric
@attribute ViewA_american numeric
@attribute ViewA_care numeric
@attribute ViewA_true numeric
@attribute ViewA_base numeric
@attribute ViewA_monei numeric
@attribute ViewA_idea numeric
@attribute ViewA_suggest numeric
@attribute ViewA_allow numeric
@attribute ViewA_issu numeric
@attribute ViewA_far numeric
@attribute ViewA_littl numeric
@attribute ViewA_real numeric
@attribute ViewA_long numeric
@attribute ViewA_nation numeric
@attribute ViewA_line numeric
@attribute ViewA_avail numeric
@attribute ViewA_v numeric
@attribute ViewA_manag numeric
@attribute ViewA_forc numeric
@attribute ViewA_isn numeric
@attribute ViewA_o numeric
@attribute ViewA_countri numeric
@attribute ViewA_kind numeric
@attribute ViewA_l numeric
@attribute ViewA_ask numeric
@attribute ViewA_card numeric
@attribute ViewA_interest numeric
@attribute ViewA_control numeric
@attribute ViewA_pai numeric
@attribute ViewA_abl numeric
@attribute ViewA_thought numeric
@attribute ViewA_hope numeric
@attribute ViewA_provid numeric
@attribute ViewA_free numeric
@attribute ViewA_report numeric
@attribute ViewA_r numeric
@attribute ViewA_internet numeric
@attribute ViewA_cs numeric
@attribute ViewA_public numeric
@attribute ViewA_caus numeric
@attribute ViewA_pc numeric
@attribute ViewA_claim numeric
@attribute ViewA_uunet numeric
@attribute ViewA_rememb numeric
@attribute ViewA_k numeric
@attribute ViewA_david numeric
@attribute ViewA_seen numeric
@attribute ViewA_quit numeric
@attribute ViewA_order numeric
@attribute ViewA_cours numeric
@attribute ViewA_result numeric
@attribute ViewA_h numeric
@attribute ViewA_note numeric
@attribute ViewA_life numeric
@attribute ViewA_major numeric
@attribute ViewA_requir numeric
@attribute ViewA_tri numeric
@attribute ViewA_heard numeric
@attribute ViewA_mayb numeric
@attribute ViewA_polit numeric
@attribute ViewA_creat numeric
@attribute ViewA_exampl numeric
@attribute ViewA_wrote numeric
@attribute ViewA_answer numeric
@attribute ViewA_microsoft numeric
@attribute ViewA_expect numeric
@attribute ViewA_great numeric
@attribute ViewA_access numeric
@attribute ViewA_best numeric
@attribute ViewA_applic numeric
@attribute ViewA_relat numeric
@attribute ViewA_clinton numeric
@attribute ViewA_machin numeric
@attribute ViewA_clayton numeric
@attribute ViewA_g numeric
@attribute ViewA_list numeric
@attribute ViewA_n numeric
@attribute ViewA_presid numeric
@attribute ViewA_non numeric
@attribute ViewA_larg numeric
@attribute ViewA_stop numeric
@attribute ViewA_bit numeric
@attribute ViewA_tax numeric
@attribute ViewA_servic numeric
@attribute ViewA_children numeric
@attribute ViewA_ac numeric
@attribute ViewA_high numeric
@attribute ViewA_recent numeric
@attribute class {positiveClass,negativeClass}

@data
671,0.495116,0,0,0.58519,0.637712,0.918794,0,0,0,1.104127,0,0,0,0,0,0,0,1.370421,0,0,0,0,0,1.489435,0,0,0,0,0,0,0,0,0,5.144395,0,0,1.760261,0,0,1.804845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16718,0,0,0,2.198225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
772,0.495116,1.590535,0,1.17038,0.637712,3.675175,0.93777,0,0,0,1.150432,0,0,0,0,0,0,0,0,0,0,0,1.482805,0,0,0,0,0,0,0,0,3.391081,0,1.714798,3.468869,3.485939,0,3.53804,0,0,0,0,3.827854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08345,0,0,0,0,0,0,0,0,6.462495,0,2.16718,0,0,0,0,0,0,0,2.211831,2.221005,0,0,0,0,0,2.273026,0,0,0,0,0,0,0,0,2.348629,2.353878,0,0,0,0,0,0,0,0,0,2.407946,0,0,0,0,0,0,2.436116,0,0,0,0,0,0,0,0,0,0,0,0,2.488915,0,2.494957,2.501036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
849,0.495116,1.060357,0,1.75557,0,1.837588,1.87554,0,3.267471,0,0,0,0,0,0,2.709591,0,1.370421,1.412638,0,1.467504,1.471852,1.482805,0,1.500584,0,8.034705,3.238976,0,0,0,0,0,0,0,0,1.760261,0,0,0,0,0,0,0,1.931022,1.944911,0,0,0,0,0,1.991431,0,0,2.006191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.221005,0,0,0,4.498089,0,0,4.565565,0,0,0,0,0,4.615195,2.317699,2.348629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.436116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507152,0,0,0,0,0,0,2.525729,0,0,0,0,0,0,0,0,0,0,0,2.551046,0,0,0,0,0,0,0,0,0,0,0,0,0,2.624169,0,2.624169,0,0,0,0,0,5.290151,0,0,0,0,2.673649,0,0,0,0,0,0,0,0,0,0,0,8.177115,0,0,0,0,0,0,positiveClass
319,0,0,0,0.58519,0,0,0,0,0,1.104127,0,0,0,0,0,0,0,0,1.412638,0,0,0,0,0,0,0,1.606941,0,0,1.666008,0,1.695541,0,0,0,0,0,0,0,0,1.814005,0,0,0,0,0,0,1.948413,0,0,0,0,0,0,0,0,0,2.024953,0,0,0,0,0,0,0,0,0,0,0,0,0,2.154165,0,0,0,0,0,0,2.207275,0,0,0,0,0,0,0,2.249044,0,0,0,2.292635,0,0,0,0,2.307598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.557477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.020946,0,0,0,0,0,0,0,0,0,0,2.725705,0,0,0,0,0,0,0,positiveClass
9,0,0.530178,0.554255,0,0,0.918794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69282,0,0,0,0,0,0,0,0,0,0,0,0,0,1.931022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16718,0,0,0,2.198225,0,0,2.207275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
815,0,1.060357,0,1.17038,0,0,0,0,2.178314,0,1.150432,0,0,0,0,0,0,0,0,0,1.467504,0,0,0,0,0,3.213882,0,1.627093,0,0,0,0,0,0,1.742969,0,3.53804,0,0,0,0,0,3.848297,0,0,0,0,0,0,0,1.991431,0,0,2.006191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16718,0,2.184802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375156,0,0,0,0,2.402405,0,0,0,0,0,0,0,0,0,0,2.447611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
866,0.495116,0,1.10851,0,0.637712,1.837588,0,1.025827,3.267471,4.41651,0,0,2.374887,0,0,1.354796,0,0,7.063192,0,0,0,1.482805,0,1.500584,0,4.820823,0,1.627093,0,0,1.695541,0,5.144395,3.468869,0,1.760261,0,0,0,0,0,1.913927,1.924149,1.931022,0,0,0,0,0,0,0,1.9951,3.990201,0,0,0,0,0,0,0,0,0,0,2.091514,0,0,4.207468,0,0,0,0,2.158485,4.334361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13113,0,0,0,0,0,0,0,0,0,0,18.915684,0,0,0,2.391416,4.793792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507152,5.014305,0,0,0,0,0,2.531998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60369,2.60369,0,0,0,0,0,0,0,0,0,0,2.645075,0,0,0,0,0,0,0,0,10.75299,0,0,0,2.710553,0,0,0,2.725705,0,0,0,0,0,0,0,positiveClass
586,0,0.530178,1.10851,0,0,0,0,0,0,1.104127,0,0,0,0,1.271182,0,0,0,0,0,0,0,0,0,0,0,0,0,1.627093,1.666008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.282782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.402405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.290151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
78,0,1.590535,1.662766,0.58519,0,3.675175,0.93777,1.025827,0,11.041275,1.150432,1.150432,1.187444,0,1.271182,0,0,0,1.412638,0,0,0,0,0,6.002334,1.594549,3.213882,0,1.627093,0,0,13.564325,1.703749,5.144395,1.734434,0,0,0,1.777857,7.219379,0,0,0,0,0,0,0,0,1.958995,0,0,1.991431,1.9951,5.985301,2.006191,0,0,0,0,0,0,0,0,0,2.091514,2.091514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225624,4.460529,6.747133,0,0,2.282782,0,0,0,0,0,0,2.317699,0,0,0,0,0,0,2.385967,0,0,0,2.402405,0,0,0,0,0,0,2.436116,0,0,0,2.453408,7.360224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507152,0,0,0,0,0,0,5.051457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.617296,2.624169,2.624169,0,0,0,0,0,0,0,0,0,0,0,5.347298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
470,0.495116,0,0,1.17038,0.637712,0,0,1.025827,0,1.104127,1.150432,1.150432,0,1.219086,0,0,0,1.370421,1.412638,0,0,0,0,0,0,1.594549,0,0,0,0,0,0,0,0,0,0,0,1.76902,0,1.804845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.017406,2.024953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.211831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538307,0,0,0,0,0,0,0,0,2.551046,2.551046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.725705,0,0,0,0,positiveClass
397,0,0,0,0.58519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
335,0,1.060357,0.554255,0,0,0,0,0,1.089157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714798,0,0,0,0,0,1.804845,0,0,0,0,1.931022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103734,0,0,0,0,0,0,0,0,0,0,0,0,0,2.211831,0,0,0,0,0,0,0,0,0,2.297598,0,0,0,0,2.317699,4.697258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.624169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.688248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
744,0,0.530178,0.554255,0,0,0,0,0,0,1.104127,0,0,1.187444,0,0,1.354796,1.362578,0,0,0,0,0,0,0,0,0,4.820823,0,0,1.666008,0,1.695541,1.703749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.969691,0,0,0,3.990201,0,0,0,0,0,0,0,0,0,2.091514,0,0,0,0,2.124439,0,0,0,0,6.501541,0,0,0,2.198225,0,0,2.207275,0,0,0,0,0,0,0,0,0,0,2.297598,0,0,0,0,0,0,2.353878,0,4.728921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551046,0,0,0,0,2.570465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.645075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.725705,0,0,0,0,2.733368,0,0,positiveClass
37,0.990233,1.060357,1.662766,1.75557,1.275425,1.837588,2.813309,0,0,2.208255,0,0,1.187444,0,0,0,0,1.370421,0,0,2.935009,0,1.482805,4.468305,0,0,0,0,0,0,0,0,0,1.714798,1.734434,0,0,0,0,1.804845,0,0,0,0,0,0,1.948413,0,0,0,0,0,0,0,0,0,0,0,4.057497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.230264,0,0,0,0,0,0,0,2.307598,0,2.307598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.918478,0,2.476938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551046,0,0,0,2.557477,0,0,0,0,0,0,0,0,0,0,2.624169,5.248337,0,0,0,2.638058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.466736,0,0,positiveClass
872,0.990233,0,0.554255,1.75557,1.275425,2.756382,0,2.051653,0,2.208255,0,1.150432,0,0,0,0,1.362578,0,0,0,0,0,0,1.489435,0,0,0,0,1.627093,0,0,0,0,0,0,1.742969,0,0,0,0,0,0,0,0,0,1.944911,0,0,0,0,0,1.991431,1.9951,0,2.006191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225624,0,4.498089,0,0,2.282782,2.292635,0,0,0,0,0,0,7.045887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538307,2.538307,0,2.544657,0,0,0,0,0,0,0,0,0,0,0,2.60369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.673649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.466736,0,0,positiveClass
923,0.495116,0,0.554255,0,0,0,0.93777,0,0,4.41651,0,0,0,0,0,1.354796,0,0,1.412638,0,0,1.471852,0,0,1.500584,0,3.213882,0,0,1.666008,0,3.391081,0,3.429597,0,0,0,0,0,0,0,0,0,0,3.862043,0,1.948413,1.948413,0,0,0,0,0,0,0,0,0,2.024953,0,0,0,0,0,0,0,0,0,0,0,0,0,2.154165,0,0,0,0,4.378513,0,0,2.207275,0,0,0,0,0,0,2.249044,0,0,0,0,0,0,0,0,2.307598,0,0,2.353878,0,0,0,0,0,0,4.793792,0,0,0,0,0,2.424753,0,0,0,0,0,2.447611,2.453408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347298,0,0,2.688248,0,0,0,2.710553,0,0,0,0,0,0,0,0,0,0,0,positiveClass
438,0,0.530178,0,0,0,0,0,0,1.089157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103734,0,0,0,0,0,0,0,0,2.189256,0,0,0,0,0,0,0,0,0,2.249044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
811,0.495116,1.590535,0,1.17038,0.637712,5.512763,0,0,0,1.104127,0,0,0,0,0,0,0,0,0,0,0,0,1.482805,0,1.500584,0,1.606941,0,1.627093,0,0,3.391081,0,5.144395,1.734434,1.742969,0,8.8451,0,0,0,0,0,0,0,0,0,0,0,3.939381,0,0,0,0,0,0,0,0,0,0,0,6.21442,0,0,0,0,0,0,0,0,0,2.154165,0,0,0,0,0,0,0,0,0,0,2.221005,0,0,0,0,2.258568,0,4.565565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482909,0,0,0,2.501036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56395,0,0,13.018451,0,0,0,0,0,0,2.624169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.725705,0,0,2.733368,0,positiveClass
705,0.495116,381.198235,220.593562,1.17038,0.637712,1.837588,0,1.025827,0,2.208255,0,0,0,312.086129,1049.995964,2.709591,0,0,0,0,1068.343215,0,0,1.489435,0,0,0,1.619488,1.627093,0,558.630442,0,0,8.573992,1.734434,0,0,0,0,0,0,0,0,0,1.931022,0,0,0,0,1.969691,449.237004,0,0,0,0,0,0,0,0,2.055725,0,0,0,0,0,0,0,0,0,2.128632,0,0,0,0,0,0,0,0,430.418608,0,0,0,0,1468.084375,1330.923183,2.230264,0,0,0,0,0,0,0,0,2.307598,4.615195,0,0,0,2.359155,631.310953,2.375156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459239,0,0,0,0,579.917118,0,0,0,2851.181076,0,0,356.015621,0,0,0,0,0,0,0,2.531998,0,0,0,2411.392055,0,0,0,0,5.089313,0,0,0,721.946146,0,0,0,0,0,0,565.00077,0,0,0,0,0,0,2.624169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.266368,0,346.950826,0,0,0,0,0,0,0,0,0,0,0,positiveClass
869,0,0,0,0.58519,0,0,0,0,1.089157,1.104127,0,0,0,0,0,0,0,0,0,0,0,1.471852,1.482805,1.489435,0,0,1.606941,0,0,0,0,1.695541,0,1.714798,0,0,1.760261,0,0,1.804845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.230264,0,0,0,2.282782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.513306,0,0,0,0,0,0,0,0,0,0,2.544657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.673649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733368,0,positiveClass
854,0,0,0,0,0,0,0,0,0,1.104127,0,0,1.187444,0,0,0,0,0,1.412638,0,0,0,0,0,0,0,0,0,0,1.666008,0,0,0,1.714798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.028748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.396896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.544657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
165,0,1.060357,1.10851,0,0,0,0,2.051653,1.089157,0,1.150432,1.150432,0,0,0,0,0,2.740842,0,0,0,0,0,0,1.500584,0,0,1.619488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.024953,0,2.055725,0,0,2.08345,0,0,0,0,0,0,0,0,0,0,0,6.541102,0,0,0,0,0,0,0,0,6.663015,0,0,0,2.258568,2.273026,0,0,0,0,0,0,0,2.317699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.895222,0,0,0,0,2.459239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.525729,0,0,0,0,0,0,0,2.538307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.718101,0,0,0,0,0,0,0,0,positiveClass
740,0.990233,0.530178,0,0.58519,0.637712,0.918794,0,1.025827,0,1.104127,0,1.150432,0,1.219086,0,0,0,1.370421,1.412638,0,0,0,0,0,0,0,0,0,0,1.666008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.273026,4.565565,0,0,0,0,0,2.307598,0,2.348629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482909,2.488915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.089313,0,0,0,0,0,0,2.551046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.673649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
